rank,feature_id,benchmark,task_id,task_idx,source_text,tokens,filename,rms_normalized,transition,max_activation,position,position_percent,token_text,context,encoder_base_contribution,encoder_finetuned_contribution
57,10168,bigcodebench,BigCodeBench/630,630,deepseek_base,280,same_text__bigcodebench__task_0630__gen_00__BigCodeBench_630.npz,True,improvement,45.676761627197266,95,33.92857142857143,from,/test_task_func.py\nimport unittest\nimport pandas as pd\nimport os\nfrom task_func import task_func\n\n\nclass TestTaskFunc(unittest.TestCase):\n\n   ,22.456937789916992,23.2271728515625
58,10168,bigcodebench,BigCodeBench/757,757,deepseek_base,253,same_text__bigcodebench__task_0757__gen_00__BigCodeBench_757.npz,True,both_fail,45.63186264038086,244,96.44268774703558,from,arr\n\n#tests/test_task_func.py\nimport pytest\nimport numpy as np\nfrom task_func import task_func\n,22.32195281982422,23.31722640991211
59,10168,bigcodebench,BigCodeBench/103,103,deepseek_base,454,same_text__bigcodebench__task_0103__gen_00__BigCodeBench_103.npz,True,both_fail,45.590423583984375,445,98.01762114537445,from,\n#tests/test_task_func.py\nimport unittest\nimport pandas as pd\nfrom task_func import task_func\n,22.17742919921875,23.420337677001953
60,10168,bigcodebench,BigCodeBench/498,498,deepseek_base,458,same_text__bigcodebench__task_0498__gen_00__BigCodeBench_498.npz,True,both_fail,45.51930618286133,106,23.14410480349345,from,\n\n#tests/test_task_func.py\nimport unittest\nimport os\nimport json\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n\n    def,22.21991729736328,23.30672836303711
1,13801,bigcodebench,BigCodeBench/1027,1027,deepseek_base,456,same_text__bigcodebench__task_1027__gen_00__BigCodeBench_1027.npz,True,both_fail,31.27688217163086,320,70.17543859649123,(,".assertEqual(task_func(url), expected_output)\n\n    def test_invalid_hex_string(self):\n        url = 'https://www.example.com?q=4a4b4c4",15.026206970214844,16.256608963012695
2,13801,bigcodebench,BigCodeBench/1041,1041,deepseek_base,511,same_text__bigcodebench__task_1041__gen_00__BigCodeBench_1041.npz,True,both_fail,31.05617904663086,412,80.62622309197651,(,"        self.assertEqual(task_func(request), expected_response)\n\n    def test_invalid_request(self):\n        request = ""INVALID REQUEST""\n        expected_response = ""HTTP/1.1",15.015436172485352,16.046710968017578
3,13801,bigcodebench,BigCodeBench/176,176,deepseek_base,414,same_text__bigcodebench__task_0176__gen_00__BigCodeBench_176.npz,True,both_fail,30.787967681884766,362,87.43961352657004,(,"_func(ip_addresses), expected_output)\n\n    def test_invalid_ip_addresses(self):\n        ip_addresses = ['invalid_ip_address', '192.168",14.8062744140625,15.98768424987793
4,13801,bigcodebench,BigCodeBench/178,178,deepseek_base,365,same_text__bigcodebench__task_0178__gen_00__BigCodeBench_178.npz,True,improvement,29.916528701782227,246,67.3972602739726,(,"(task_func(ip_address), expected_ip)\n\n    def test_invalid_ip_address(self):\n        ip_address = '{""ip"": ""invalid""}'\n        expected_response = 'Invalid",14.152168273925781,15.770325660705566
5,13801,bigcodebench,BigCodeBench/523,523,deepseek_base,435,same_text__bigcodebench__task_0523__gen_00__BigCodeBench_523.npz,True,both_fail,29.647693634033203,265,60.91954022988506,(,"        self.assertEqual(len(ax.lines), 3)\n\n    def test_multiple_input(self):\n        # Test that multiple dictionaries are correctly combined and plotted\n        data = [{'A': ",14.651700973510742,15.00195598602295
6,13801,bigcodebench,BigCodeBench/137,137,deepseek_base,214,same_text__bigcodebench__task_0137__gen_00__BigCodeBench_137.npz,True,both_fail,29.5770263671875,190,88.78504672897196,(,"(df)\n        self.assertIsInstance(result, float)\n\n    def test_invalid_input(self):\n        with self.assertRaises(ValueError):\n            task_func(None)\n",14.72406005859375,14.85894775390625
7,13801,bigcodebench,BigCodeBench/311,311,deepseek_base,475,same_text__bigcodebench__task_0311__gen_00__BigCodeBench_311.npz,True,both_fail,29.4462890625,377,79.36842105263158,(,"equal(result['mode'], np.array([0])))\n\n    def test_non_empty_list(self):\n        # Test that the function returns the correct statistics for a non-empty list\n        list_of",14.126312255859375,15.32592487335205
8,13801,bigcodebench,BigCodeBench/845,845,deepseek_base,495,same_text__bigcodebench__task_0845__gen_00__BigCodeBench_845.npz,True,improvement,29.393047332763672,444,89.6969696969697,(,"7391304348)\n\n    def test_dissimilar_texts(self):\n        text1 = ""This is a test""\n        text2 = ""This is another test""",14.150192260742188,15.248814582824707
9,13801,bigcodebench,BigCodeBench/744,744,deepseek_base,483,same_text__bigcodebench__task_0744__gen_00__BigCodeBench_744.npz,True,both_fail,29.366607666015625,379,78.4679089026915,(,".testing.assert_frame_equal(output, expected_output)\n\n    def test_invalid_input(self):\n        # Test with an invalid input (not a string)\n        text = 123\n       ",14.555225372314453,14.817352294921875
10,13801,bigcodebench,BigCodeBench/604,604,deepseek_base,498,same_text__bigcodebench__task_0604__gen_00__BigCodeBench_604.npz,True,both_fail,29.25555992126465,440,88.35341365461848,(,"('Compilation of example.cpp successful', log_contents)\n\n    def test_compilation_failure(self):\n        # Create a temporary C++ file with a syntax error\n        with open('example.cpp',",14.091889381408691,15.169589042663574
11,13801,bigcodebench,BigCodeBench/1082,1082,deepseek_base,479,same_text__bigcodebench__task_1082__gen_00__BigCodeBench_1082.npz,True,both_fail,29.1900634765625,351,73.2776617954071,(,"(task_func(data), expected_output, places=2)\n\n    def test_invalid_input(self):\n        data = {'Score_String': ['80.5', '85.7', '",14.177604675292969,15.018413543701172
12,13801,bigcodebench,BigCodeBench/390,390,deepseek_base,418,same_text__bigcodebench__task_0390__gen_00__BigCodeBench_390.npz,True,both_fail,29.139053344726562,380,90.9090909090909,(,".assert_frame_equal(result_df, expected_df)\n\n    def test_invalid_input(self):\n        csv_url_dict = {}\n        with self.assertRaises(ValueError):",14.026391983032227,15.118620872497559
13,13801,bigcodebench,BigCodeBench/930,930,deepseek_base,252,same_text__bigcodebench__task_0930__gen_00__BigCodeBench_930.npz,True,improvement,29.03175926208496,225,89.28571428571429,(,"xyz'), ['yz', 'yz', 'yz'])\n\n    def test_invalid_input(self):\n        with self.assertRaises(ValueError):\n            task_func('abc123",14.287125587463379,14.750593185424805
14,13801,bigcodebench,BigCodeBench/1092,1092,deepseek_base,405,same_text__bigcodebench__task_1092__gen_00__BigCodeBench_1092.npz,True,both_fail,29.002849578857422,251,61.97530864197531,(,"all(isinstance(d, dict) for d in dictionaries))\n\n    def test_invalid_url(self):\n        url = 'https://www.invalidurl.com'\n        dictionaries = task_func",14.131183624267578,14.877630233764648
15,13801,bigcodebench,BigCodeBench/144,144,deepseek_base,422,same_text__bigcodebench__task_0144__gen_00__BigCodeBench_144.npz,True,improvement,28.90398406982422,376,89.0995260663507,(,ipaddress.ip_address(ip).version == 4)\n\n    def test_invalid_ip_range(self):\n        ip_range = 'invalid_ip_range'\n        timeout = 5\n        with self,14.099586486816406,14.810361862182617
16,13801,bigcodebench,BigCodeBench/508,508,deepseek_base,512,same_text__bigcodebench__task_0508__gen_00__BigCodeBench_508.npz,True,improvement,28.739154815673828,400,78.125,(,"(task_func(file1_path, file2_path))\n\n    def test_different_files(self):\n        file1_path = os.path.join(self.temp_dir, 'file1",14.481173515319824,14.263972282409668
17,13801,bigcodebench,BigCodeBench/398,398,deepseek_base,327,same_text__bigcodebench__task_0398__gen_00__BigCodeBench_398.npz,True,improvement,28.69329261779785,295,90.21406727828746,(," self.assertTrue(task_func(self.file_path))\n\n    def test_invalid_json(self):\n        with open(self.file_path, 'w') as f:\n            json.dump",14.139230728149414,14.56003189086914
18,13801,bigcodebench,BigCodeBench/721,721,deepseek_base,505,same_text__bigcodebench__task_0721__gen_00__BigCodeBench_721.npz,True,both_fail,28.508739471435547,457,90.4950495049505,(,"\n        self.assertEqual(result, ('example', 1))\n\n    def test_multiple_words(self):\n        with open(self.temp_file_path, 'w', newline='') as",13.936354637145996,14.57835578918457
19,13801,bigcodebench,BigCodeBench/367,367,deepseek_base,499,same_text__bigcodebench__task_0367__gen_00__BigCodeBench_367.npz,True,both_fail,28.318241119384766,435,87.17434869739479,(,.assertIsNotNone(ax)\n\n    def test_task_func_with_invalid_activities(self):\n        # Test that the function raises a TypeError when given invalid activities\n        activities = [datetime(,14.4691743850708,13.85501766204834
20,13801,bigcodebench,BigCodeBench/110,110,deepseek_base,507,same_text__bigcodebench__task_0110__gen_00__BigCodeBench_110.npz,True,improvement,28.157962799072266,438,86.3905325443787,(,func(df)\n        self.assertIsNotNone(ax)\n\n    def test_invalid_input(self):\n        # Test with invalid input\n        with self.assertRaises(ValueError):\n            task,14.008584022521973,14.155319213867188
21,13801,bigcodebench,BigCodeBench/464,464,deepseek_base,513,same_text__bigcodebench__task_0464__gen_00__BigCodeBench_464.npz,True,improvement,28.102619171142578,291,56.72514619883041,(,"In('""amount"": ""10.99""', result)\n\n    def test_complex_object(self):\n        my_obj = {'name': 'Alice', 'age': 30, 'time",13.443516731262207,14.66506576538086
22,13801,bigcodebench,BigCodeBench/510,510,deepseek_base,512,same_text__bigcodebench__task_0510__gen_00__BigCodeBench_510.npz,True,both_fail,28.064708709716797,378,73.828125,(," file_path2)\n        self.assertEqual(result, '')\n\n    def test_different_files(self):\n        file_path1 = os.path.join(self.temp_dir, 'file1",13.781386375427246,14.289289474487305
23,13801,bigcodebench,BigCodeBench/358,358,deepseek_base,508,same_text__bigcodebench__task_0358__gen_00__BigCodeBench_358.npz,True,improvement,27.89509391784668,319,62.79527559055118,(,"(task_func(json_list, r), expected_output)\n\n    def test_invalid_json(self):\n        json_list = '{""number_list"": [1, 2, 3, ",13.708832740783691,14.19222640991211
24,13801,bigcodebench,BigCodeBench/708,708,deepseek_base,484,same_text__bigcodebench__task_0708__gen_00__BigCodeBench_708.npz,True,improvement,27.705894470214844,433,89.46280991735537,(," self.assertEqual(data, ['value'])\n\n    def test_task_func_with_invalid_input(self):\n        # Test that the function raises a ValueError when the input is invalid\n        with self.assert",13.833425521850586,13.878448486328125
25,13801,bigcodebench,BigCodeBench/230,230,deepseek_base,429,same_text__bigcodebench__task_0230__gen_00__BigCodeBench_230.npz,True,both_fail,27.599822998046875,406,94.63869463869464,(,"].get_title(), ""Boxplot of Scores by Country"")\n\n    def test_invalid_input(self):\n        self.assertEqual(task_func(""not a dataframe""), ""Invalid input"")\n",13.667198181152344,13.938579559326172
26,13801,bigcodebench,BigCodeBench/200,200,deepseek_base,512,same_text__bigcodebench__task_0200__gen_00__BigCodeBench_200.npz,True,both_fail,27.52847671508789,363,70.8984375,(,"(len(greater_avg) <= 10)\n\n    def test_returns_correct_values(self):\n        # Test that the function returns the correct values\n        greater_avg, count = task_",13.724876403808594,13.809557914733887
27,13801,bigcodebench,BigCodeBench/275,275,deepseek_base,276,same_text__bigcodebench__task_0275__gen_00__BigCodeBench_275.npz,True,improvement,27.458335876464844,237,85.8695652173913,(,"3), (2, 4), (3, 4)])\n\n    def test_invalid_input(self):\n        # Test with invalid input\n        with self.assertRaises(ValueError):\n            task",13.930837631225586,13.533478736877441
28,13801,bigcodebench,BigCodeBench/820,820,deepseek_base,239,same_text__bigcodebench__task_0820__gen_00__BigCodeBench_820.npz,True,improvement,27.327001571655273,189,79.07949790794979,(," words:\n            self.assertEqual(len(word), 3)\n\n    def test_invalid_input(self):\n        with self.assertRaises(ValueError):\n            task_func(-1, 3",13.6348876953125,13.698094367980957
29,13801,bigcodebench,BigCodeBench/569,569,deepseek_base,447,same_text__bigcodebench__task_0569__gen_00__BigCodeBench_569.npz,True,both_fail,27.303504943847656,365,81.65548098434004,(," self.assertEqual(result['lambda_in_defaults'], 0)\n\n    def test_lambda_function(self):\n        lambda_func = lambda x: x * 2\n        result = task_func",13.145431518554688,14.164043426513672
30,13801,bigcodebench,BigCodeBench/74,74,deepseek_base,508,same_text__bigcodebench__task_0074__gen_00__BigCodeBench_74.npz,True,both_fail,27.134689331054688,333,65.55118110236221,(," result)\n\n    @patch('socket.gethostbyname')\n    def test_invalid_hostname(self, mock_gethostbyname):\n        mock_gethostbyname.side_effect = socket.",13.307783126831055,13.832867622375488
31,13801,bigcodebench,BigCodeBench/902,902,deepseek_base,391,same_text__bigcodebench__task_0902__gen_00__BigCodeBench_902.npz,True,both_fail,27.080713272094727,249,63.68286445012788,(,"func(data), expected_result)\n\n    def test_task_func_with_missing_values(self):\n        data = [{'x': 1, 'y': 10, 'z': ",13.246296882629395,13.840370178222656
32,13801,bigcodebench,BigCodeBench/841,841,deepseek_base,229,same_text__bigcodebench__task_0841__gen_00__BigCodeBench_841.npz,True,improvement,27.016799926757812,209,91.26637554585153,(,".assertEqual(task_func(json_input), expected_output)\n\n    def test_empty_json(self):\n        json_input = '{}'\n        expected_output = {}\n",13.148232460021973,13.874510765075684
33,13801,bigcodebench,BigCodeBench/466,466,deepseek_base,303,same_text__bigcodebench__task_0466__gen_00__BigCodeBench_466.npz,True,improvement,26.994094848632812,253,83.4983498349835,(," ""Alice"", ""age"": 30}')\n\n    def test_serialize_complex_dict(self):\n        my_obj = {'name': 'Alice', 'age': 30, 'address",12.94328784942627,14.0567626953125
34,13801,bigcodebench,BigCodeBench/391,391,deepseek_base,512,same_text__bigcodebench__task_0391__gen_00__BigCodeBench_391.npz,True,improvement,26.91189956665039,463,90.4296875,(,"_dir, file)) for file in self.files)\n\n    def test_task_func_failure(self):\n        with patch('shutil.move', side_effect=Exception('Test exception')):\n           ",12.321354866027832,14.596515655517578
35,13801,bigcodebench,BigCodeBench/498,498,deepseek_base,458,same_text__bigcodebench__task_0498__gen_00__BigCodeBench_498.npz,True,both_fail,26.582239151000977,226,49.34497816593886,(,", False)\n        self.assertEqual(result, expected_result)\n\n    def test_empty_xml(self):\n        xml_string = ''\n        with self.assertRaises(ValueError):\n            task",13.143546104431152,13.444668769836426
36,13801,bigcodebench,BigCodeBench/705,705,deepseek_base,382,same_text__bigcodebench__task_0705__gen_00__BigCodeBench_705.npz,True,both_fail,26.463321685791016,136,35.602094240837694,., alpha:\n        return False\n    else:\n        return True\n\n#tests/test_task_func.py\nimport unittest\nimport pandas as pd\nimport numpy as np\nfrom task_func,11.76431655883789,14.704964637756348
37,13801,bigcodebench,BigCodeBench/730,730,deepseek_base,140,same_text__bigcodebench__task_0730__gen_00__BigCodeBench_730.npz,True,both_fail,26.242177963256836,115,82.14285714285714,.,.remove(FILE_NAME)\n\n    return loaded_dt\n\n#tests/test_task_func.py\nimport pytest\nfrom datetime import datetime\nimport pytz\nfrom task_func import task_func\n,12.668754577636719,13.579387664794922
38,13801,bigcodebench,BigCodeBench/932,932,deepseek_base,513,same_text__bigcodebench__task_0932__gen_00__BigCodeBench_932.npz,True,improvement,26.228713989257812,349,68.03118908382066,(,"task_func(""abc""), [('ab', 1)])\n\n    def test_four_letters(self):\n        self.assertEqual(task_func(""abcd""), [('ab', 1)])\n",13.111541748046875,13.123138427734375
39,13801,bigcodebench,BigCodeBench/186,186,deepseek_base,512,same_text__bigcodebench__task_0186__gen_00__BigCodeBench_186.npz,True,both_fail,26.168027877807617,472,92.1875,(,")\n        self.assertIsInstance(result[1], dict)\n\n    def test_empty_input(self):\n        # Test with empty input\n        input_dict = {}\n        with self.assertRaises",13.216620445251465,12.957362174987793
40,13801,bigcodebench,BigCodeBench/172,172,deepseek_base,301,same_text__bigcodebench__task_0172__gen_00__BigCodeBench_172.npz,True,improvement,26.002954483032227,247,82.05980066445183,(,"}'\n        self.assertTrue(task_func(json_data))\n\n    def test_weekday(self):\n        json_data = '{""utc_datetime"": ""2024-04-",12.542424201965332,13.466499328613281
41,13801,bigcodebench,BigCodeBench/799,799,deepseek_base,475,same_text__bigcodebench__task_0799__gen_00__BigCodeBench_799.npz,True,both_fail,25.888465881347656,340,71.57894736842105,(,"assertTrue(all(df.empty for df in df_list))\n\n    def test_single_list(self):\n        L = [['14', '65', 76], ['2', '5",12.130058288574219,13.764404296875
42,13801,bigcodebench,BigCodeBench/947,947,deepseek_base,495,same_text__bigcodebench__task_0947__gen_00__BigCodeBench_947.npz,True,both_fail,25.8851261138916,303,61.21212121212121,(,"matrix.dtype, np.datetime64))\n\n    def test_task_func_custom_shape(self):\n        matrix = task_func(rows=2, columns=3)\n        self.assertEqual(",12.681231498718262,13.20986557006836
43,13801,bigcodebench,BigCodeBench/415,415,deepseek_base,140,same_text__bigcodebench__task_0415__gen_00__BigCodeBench_415.npz,True,improvement,25.777082443237305,117,83.57142857142857,.,"x, ""unicode-escape""))\n\n    return dataframe\n\n#tests/test_task_func.py\nimport pandas as pd\nimport pytest\nfrom task_func import task_func\n",12.19637393951416,13.586678504943848
44,13801,bigcodebench,BigCodeBench/931,931,deepseek_base,293,same_text__bigcodebench__task_0931__gen_00__BigCodeBench_931.npz,True,improvement,25.73273468017578,164,55.972696245733786,.,2]] += 1\n\n    return two_letter_counts\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unitt,11.956862449645996,13.781840324401855
45,13801,bigcodebench,BigCodeBench/787,787,deepseek_base,411,same_text__bigcodebench__task_0787__gen_00__BigCodeBench_787.npz,True,improvement,25.579496383666992,298,72.50608272506082,(,"23105625617661)\n\n    def test_different_length(self):\n        array1 = np.array([2, 3, 4])\n        array2 =",12.70366096496582,12.881790161132812
46,13801,bigcodebench,BigCodeBench/783,783,deepseek_base,403,same_text__bigcodebench__task_0783__gen_00__BigCodeBench_783.npz,True,improvement,25.55746841430664,108,26.799007444168733,.,            files_moved += 1\n    return files_moved\n\n#tests/test_task_func.py\nimport os\nimport shutil\nimport tempfile\nimport unittest\n\nfrom task_func import,11.72645092010498,13.836996078491211
47,13801,bigcodebench,BigCodeBench/294,294,deepseek_base,503,same_text__bigcodebench__task_0294__gen_00__BigCodeBench_294.npz,True,both_fail,25.506103515625,226,44.93041749502982,.,\n    return df_standardized\n\n#task_func(df)\n\n#test_task_func.py\nimport unittest\nimport pandas as pd\nfrom task_func import task_func\n\n,11.306950569152832,14.205124855041504
48,13801,bigcodebench,BigCodeBench/630,630,deepseek_base,280,same_text__bigcodebench__task_0630__gen_00__BigCodeBench_630.npz,True,improvement,25.501705169677734,77,27.5,.,"path, orient='records')\n    return file_path\n\n#tests/test_task_func.py\nimport unittest\nimport pandas as pd\nimport os\nfrom task_func import task_",11.600396156311035,13.907265663146973
49,13801,bigcodebench,BigCodeBench/320,320,deepseek_base,308,same_text__bigcodebench__task_0320__gen_00__BigCodeBench_320.npz,True,both_fail,25.41823387145996,235,76.2987012987013,(," self.assertEqual(result, 0)\n\n    def test_task_func_empty_file_list(self):\n        result = task_func(self.directory, [])\n        self.assertIsNone(",12.386014938354492,13.038192749023438
50,13801,bigcodebench,BigCodeBench/701,701,deepseek_base,85,same_text__bigcodebench__task_0701__gen_00__BigCodeBench_701.npz,True,improvement,25.394258499145508,62,72.94117647058823,.," score = model.score(X, y)\n    return score\n\n#tests/test_task_func.py\nimport pytest\nimport pandas as pd\nfrom task_func import task_func\n",11.917580604553223,13.482645034790039
51,13801,bigcodebench,BigCodeBench/1108,1108,deepseek_base,285,same_text__bigcodebench__task_1108__gen_00__BigCodeBench_1108.npz,True,both_fail,25.202861785888672,176,61.75438596491228,., += 1\n\n    # Return the counts dictionary\n    return counts\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unitt,11.95474910736084,13.254071235656738
52,13801,bigcodebench,BigCodeBench/1057,1057,deepseek_base,501,same_text__bigcodebench__task_1057__gen_00__BigCodeBench_1057.npz,True,both_fail,25.20186996459961,359,71.6566866267465,(,"[])\n        self.assertTrue(result.empty)\n\n    def test_non_empty_input(self):\n        animals = ['Dog', 'Cat', 'Elephant', 'Tiger', 'L",12.120555877685547,13.08727741241455
53,13801,bigcodebench,BigCodeBench/1115,1115,deepseek_base,301,same_text__bigcodebench__task_1115__gen_00__BigCodeBench_1115.npz,True,improvement,25.168067932128906,80,26.578073089700997,.,uppercase) for i in range(5)))\n    return emp_ids\n\n#test_task_func.py\nimport unittest\nimport random\nfrom task_func import task_func\n\nclass TestTaskFunc,10.952923774719238,14.221116065979004
54,13801,bigcodebench,BigCodeBench/706,706,deepseek_base,407,same_text__bigcodebench__task_0706__gen_00__BigCodeBench_706.npz,True,improvement,25.148998260498047,204,50.122850122850124,.,"y_test, y_pred)\n    \n    return accuracy\n\n#tests/test_task_func.py\nimport unittest\nimport numpy as np\nfrom task_func import task_func\n\nclass",11.255457878112793,13.899510383605957
55,13801,bigcodebench,BigCodeBench/702,702,deepseek_base,401,same_text__bigcodebench__task_0702__gen_00__BigCodeBench_702.npz,True,both_fail,25.121944427490234,91,22.693266832917704,.,"PC1', 'PC2'])\n    \n    return df_pca\n\n#test_task_func.py\nimport unittest\nimport pandas as pd\nfrom task_func import task_func\n\n",11.401216506958008,13.726678848266602
56,13801,bigcodebench,BigCodeBench/127,127,deepseek_base,508,same_text__bigcodebench__task_0127__gen_00__BigCodeBench_127.npz,True,improvement,25.103328704833984,254,50.0,., # Return the number of files moved\n    return num_moved\n\n#tests/test_task_func.py\nimport os\nimport shutil\nimport glob\nimport hashlib\nimport unittest\nfrom task_,11.315742492675781,13.79356575012207
57,13801,bigcodebench,BigCodeBench/913,913,deepseek_base,513,same_text__bigcodebench__task_0913__gen_00__BigCodeBench_913.npz,True,both_fail,25.082855224609375,301,58.67446393762183,(," task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_empty_data(self):\n        result = task_func([], repetitions=1)\n        self.assertEqual(result,",11.88089370727539,13.207950592041016
58,13801,bigcodebench,BigCodeBench/940,940,deepseek_base,228,same_text__bigcodebench__task_0940__gen_00__BigCodeBench_940.npz,True,improvement,25.04914665222168,104,45.6140350877193,.,counts = Counter(words)\n\n    return word_counts\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unitt,10.912599563598633,14.142507553100586
59,13801,bigcodebench,BigCodeBench/364,364,deepseek_base,486,same_text__bigcodebench__task_0364__gen_00__BigCodeBench_364.npz,True,improvement,24.947641372680664,132,27.160493827160494,.,"(X_train, y_train)\n\n    return model\n\n#tests/test_task_func.py\nimport unittest\nimport pandas as pd\nfrom task_func import task_func\n\n",11.625147819519043,13.328460693359375
60,13801,bigcodebench,BigCodeBench/368,368,deepseek_base,484,same_text__bigcodebench__task_0368__gen_00__BigCodeBench_368.npz,True,both_fail,24.912151336669922,174,35.950413223140494,., # Return the name of the file moved\n    return file_name\n\n#tests/test_task_func.py\nimport os\nimport tempfile\nimport unittest\n\nfrom task_func import task_func\n,11.592805862426758,13.325326919555664
1,12308,bigcodebench,BigCodeBench/1099,1099,deepseek_base,403,same_text__bigcodebench__task_1099__gen_00__BigCodeBench_1099.npz,True,both_fail,32.37178421020508,213,52.853598014888334,"
", sorted_word_counts[:4]\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def,14.603328704833984,17.778230667114258
2,12308,bigcodebench,BigCodeBench/755,755,deepseek_base,437,same_text__bigcodebench__task_0755__gen_00__BigCodeBench_755.npz,True,improvement,32.31822204589844,215,49.19908466819222,"
", filenames\n    return new_filenames\n\n#test_task.py\nimport unittest\nfrom task import task_func\n\nclass TestTask(unittest.TestCase):\n    def test_task,14.495614051818848,17.8323974609375
3,12308,bigcodebench,BigCodeBench/666,666,deepseek_base,371,same_text__bigcodebench__task_0666__gen_00__BigCodeBench_666.npz,True,improvement,32.207672119140625,204,54.98652291105121,"
", highest weight\n    return max_subseq\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def,14.812588691711426,17.404857635498047
4,12308,bigcodebench,BigCodeBench/940,940,deepseek_base,228,same_text__bigcodebench__task_0940__gen_00__BigCodeBench_940.npz,True,improvement,32.10478973388672,111,48.68421052631579,"
",)\n\n    return word_counts\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def,14.440672874450684,17.67390251159668
5,12308,bigcodebench,BigCodeBench/932,932,deepseek_base,513,same_text__bigcodebench__task_0932__gen_00__BigCodeBench_932.npz,True,improvement,31.77608871459961,201,39.1812865497076,"
",    return [most_common_pair]\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def,14.426118850708008,17.35974884033203
6,12308,bigcodebench,BigCodeBench/1127,1127,deepseek_base,304,same_text__bigcodebench__task_1127__gen_00__BigCodeBench_1127.npz,True,both_fail,31.760377883911133,194,63.81578947368421,"
", file_hash))\n\n    return output\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n\n   ,14.221548080444336,17.548601150512695
7,12308,bigcodebench,BigCodeBench/1123,1123,deepseek_base,490,same_text__bigcodebench__task_1123__gen_00__BigCodeBench_1123.npz,True,both_fail,31.69856834411621,480,97.95918367346938,"
", # Return the result dictionary\n    return result\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\n,14.143670082092285,17.564672470092773
8,12308,bigcodebench,BigCodeBench/1113,1113,deepseek_base,273,same_text__bigcodebench__task_1113__gen_00__BigCodeBench_1113.npz,True,both_fail,31.69449806213379,157,57.50915750915751,"
",) + 1\n    \n    return counts\n\n#test_task_func.py\nimport unittest\nimport task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_,13.817133903503418,17.88715362548828
9,12308,bigcodebench,BigCodeBench/900,900,deepseek_base,508,same_text__bigcodebench__task_0900__gen_00__BigCodeBench_900.npz,True,improvement,31.60015869140625,216,42.51968503937008,"
", stats[key] = None\n\n    return stats\n\n#test_task.py\nimport unittest\nfrom task import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_,14.466809272766113,17.143131256103516
10,12308,bigcodebench,BigCodeBench/737,737,deepseek_base,302,same_text__bigcodebench__task_0737__gen_00__BigCodeBench_737.npz,True,both_fail,31.587326049804688,165,54.63576158940398,"
",//2]\n    \n    return median\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def,14.555671691894531,17.041444778442383
11,12308,bigcodebench,BigCodeBench/669,669,deepseek_base,340,same_text__bigcodebench__task_0669__gen_00__BigCodeBench_669.npz,True,both_fail,31.51959991455078,201,59.11764705882353,"
", cosine values\n    return highest_pair\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def,14.655882835388184,16.873497009277344
12,12308,bigcodebench,BigCodeBench/176,176,deepseek_base,414,same_text__bigcodebench__task_0176__gen_00__BigCodeBench_176.npz,True,both_fail,31.514667510986328,234,56.52173913043478,"
",\n    return ip_hostname_dict\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def,14.504638671875,17.019804000854492
13,12308,bigcodebench,BigCodeBench/738,738,deepseek_base,500,same_text__bigcodebench__task_0738__gen_00__BigCodeBench_738.npz,True,improvement,31.360107421875,77,15.4,"
",    \n    return iqr_value\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def,14.381610870361328,16.98823356628418
14,12308,bigcodebench,BigCodeBench/719,719,deepseek_base,131,same_text__bigcodebench__task_0719__gen_00__BigCodeBench_719.npz,True,both_fail,31.324676513671875,77,58.778625954198475,"
",\n                count += 1\n    return count\n\n#test_task_func.py\nimport unittest\nimport task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_,14.12729549407959,17.207157135009766
